형태소,품사,분류,카운트
sip,Alpha,BLACKPINK,1
skinny,Alpha,BLACKPINK,1
sky,Alpha,BLACKPINK,3
slippin,Alpha,BLACKPINK,1
slow,Alpha,BLACKPINK,3
smart,Alpha,BLACKPINK,1
smooth,Alpha,BLACKPINK,2
snake,Alpha,BLACKPINK,1
sneak,Alpha,BLACKPINK,1
so,Alpha,BLACKPINK,26
some,Alpha,BLACKPINK,10
something,Alpha,BLACKPINK,4
song,Alpha,BLACKPINK,1
sorry,Alpha,BLACKPINK,5
sour,Alpha,Lady Gaga & BLACKPINK,9
splash,Alpha,BLACKPINK,3
splish,Alpha,BLACKPINK,3
stack,Alpha,BLACKPINK,1
stacks,Alpha,BLACKPINK,1
stakes,Alpha,BLACKPINK,1
stars,Alpha,BLACKPINK,1
stay,Alpha,BLACKPINK,15
still,Alpha,BLACKPINK,4
stone,Alpha,BLACKPINK,1
stupid,Alpha,BLACKPINK,2
stylin,Alpha,BLACKPINK,1
sun,Alpha,BLACKPINK,1
sunset,Alpha,BLACKPINK,1
super,Alpha,Lady Gaga & BLACKPINK,2
sure,Alpha,BLACKPINK,2
swallowed,Alpha,BLACKPINK,1
sweat,Alpha,BLACKPINK,1
sweet,Alpha,BLACKPINK,5
sweet,Alpha,Lady Gaga & BLACKPINK,2
t,Alpha,BLACKPINK,91
t,Alpha,Lady Gaga & BLACKPINK,1
take,Alpha,BLACKPINK,4
take,Alpha,Lady Gaga & BLACKPINK,4
taken,Alpha,BLACKPINK,1
takin,Alpha,BLACKPINK,3
taking,Alpha,BLACKPINK,2
taste,Alpha,BLACKPINK,1
taste,Alpha,Lady Gaga & BLACKPINK,1
tell,Alpha,BLACKPINK,6
tellin,Alpha,BLACKPINK,1
test,Alpha,BLACKPINK,2
than,Alpha,BLACKPINK,3
that,Alpha,BLACKPINK,72
the,Alpha,BLACKPINK,58
the,Alpha,Lady Gaga & BLACKPINK,6
them,Alpha,BLACKPINK,3
then,Alpha,Lady Gaga & BLACKPINK,4
there,Alpha,BLACKPINK,1
they,Alpha,BLACKPINK,11
thick,Alpha,BLACKPINK,1
thing,Alpha,BLACKPINK,3
things,Alpha,BLACKPINK,1
think,Alpha,BLACKPINK,1
thirsty,Alpha,BLACKPINK,1
this,Alpha,BLACKPINK,15
three,Alpha,BLACKPINK,1
through,Alpha,BLACKPINK,4
til,Alpha,BLACKPINK,2
till,Alpha,BLACKPINK,1
time,Alpha,BLACKPINK,11
time,Alpha,Lady Gaga & BLACKPINK,4
times,Alpha,BLACKPINK,1
to,Alpha,BLACKPINK,80
to,Alpha,Lady Gaga & BLACKPINK,1
together,Alpha,BLACKPINK,1
tonight,Alpha,BLACKPINK,2
too,Alpha,BLACKPINK,3
top,Alpha,BLACKPINK,3
touch,Alpha,BLACKPINK,9
treat,Alpha,BLACKPINK,2
treats,Alpha,BLACKPINK,2
true,Alpha,BLACKPINK,2
truth,Alpha,BLACKPINK,1
trying,Alpha,BLACKPINK,3
tub,Alpha,BLACKPINK,2
turin,Alpha,BLACKPINK,1
turn,Alpha,Lady Gaga & BLACKPINK,2
two,Alpha,BLACKPINK,1
u,Alpha,BLACKPINK,39
uh,Alpha,BLACKPINK,10
uh,Alpha,Lady Gaga & BLACKPINK,1
undressing,Alpha,Lady Gaga & BLACKPINK,1
unless,Alpha,BLACKPINK,3
unwrap,Alpha,Lady Gaga & BLACKPINK,4
up,Alpha,BLACKPINK,32
up,Alpha,Lady Gaga & BLACKPINK,3
ve,Alpha,BLACKPINK,6
venom,Alpha,BLACKPINK,1
villain,Alpha,BLACKPINK,1
visa,Alpha,BLACKPINK,2
volume,Alpha,BLACKPINK,1
waist,Alpha,BLACKPINK,1
wait,Alpha,BLACKPINK,3
waiting,Alpha,BLACKPINK,1
walk,Alpha,BLACKPINK,5
wanna,Alpha,BLACKPINK,43
wanna,Alpha,Lady Gaga & BLACKPINK,1
want,Alpha,BLACKPINK,14
want,Alpha,Lady Gaga & BLACKPINK,1
was,Alpha,BLACKPINK,6
waste,Alpha,BLACKPINK,1
wasting,Alpha,BLACKPINK,2
waves,Alpha,BLACKPINK,1
way,Alpha,BLACKPINK,1
we,Alpha,BLACKPINK,25
weekend,Alpha,BLACKPINK,1
well,Alpha,BLACKPINK,1
wells,Alpha,BLACKPINK,1
went,Alpha,BLACKPINK,4
were,Alpha,BLACKPINK,6
what,Alpha,BLACKPINK,33
what,Alpha,Lady Gaga & BLACKPINK,2
whatta,Alpha,BLACKPINK,8
wheelie,Alpha,BLACKPINK,1
when,Alpha,BLACKPINK,8
when,Alpha,Lady Gaga & BLACKPINK,2
where,Alpha,BLACKPINK,5
wherever,Alpha,BLACKPINK,1
whistle,Alpha,BLACKPINK,5
white,Alpha,BLACKPINK,2
whoa,Alpha,BLACKPINK,1
whoever,Alpha,BLACKPINK,1
whole,Alpha,BLACKPINK,1
whooo,Alpha,BLACKPINK,1
why,Alpha,BLACKPINK,4
will,Alpha,BLACKPINK,1
win,Alpha,BLACKPINK,1
wish,Alpha,BLACKPINK,1
wishing,Alpha,BLACKPINK,1
with,Alpha,BLACKPINK,28
without,Alpha,BLACKPINK,10
won,Alpha,BLACKPINK,3
worth,Alpha,BLACKPINK,7
would,Alpha,BLACKPINK,1
wouldn,Alpha,BLACKPINK,1
wow,Alpha,Lady Gaga & BLACKPINK,1
wrist,Alpha,BLACKPINK,4
wrong,Alpha,BLACKPINK,3
x,Alpha,BLACKPINK,1
ya,Alpha,BLACKPINK,5
yeah,Alpha,BLACKPINK,16
yeah,Alpha,Lady Gaga & BLACKPINK,20
yellow,Alpha,BLACKPINK,2
yes,Alpha,BLACKPINK,2
you,Alpha,BLACKPINK,226
you,Alpha,Lady Gaga & BLACKPINK,8
young,Alpha,BLACKPINK,10
your,Alpha,BLACKPINK,14
your,Alpha,Lady Gaga & BLACKPINK,3
zoom,Alpha,BLACKPINK,2
‘,Foreign,BLACKPINK,2
’,Punctuation,BLACKPINK,216
가,Josa,BLACKPINK,39
가기,Noun,BLACKPINK,1
가까이,Noun,BLACKPINK,2
가끔,Noun,BLACKPINK,4
가녀린,Adjective,BLACKPINK,1
가는,Verb,BLACKPINK,2
가도,Noun,BLACKPINK,2
가두기,Verb,BLACKPINK,2
가둔,Verb,BLACKPINK,1
가득한,Adjective,BLACKPINK,1
가라앉으면,Verb,BLACKPINK,1
가려진,Noun,BLACKPINK,1
가로,Noun,BLACKPINK,1
가린,Verb,BLACKPINK,1
가벼운,Adjective,BLACKPINK,1
가볼래,Verb,BLACKPINK,1
가슴,Noun,BLACKPINK,1
가장,Noun,BLACKPINK,1
가질,Verb,BLACKPINK,1
간,Noun,BLACKPINK,1
간,Suffix,BLACKPINK,1
갇혀,Verb,BLACKPINK,1
갈,Verb,BLACKPINK,2
갈래,Noun,BLACKPINK,1
갈수록,Noun,BLACKPINK,1
감싸고,Verb,BLACKPINK,2
감싸지만,Verb,BLACKPINK,2
감정,Noun,BLACKPINK,1
감춘,Verb,BLACKPINK,1
감히,Noun,BLACKPINK,1
갔다,Verb,BLACKPINK,1
같겠지만,Adjective,BLACKPINK,1
같길,Adjective,BLACKPINK,1
같다면,Adjective,BLACKPINK,2
같아,Adjective,BLACKPINK,1
같아서,Adjective,BLACKPINK,1
같은,Adjective,BLACKPINK,5
같이,Adverb,BLACKPINK,2
같이,Josa,BLACKPINK,1
같지,Adjective,BLACKPINK,2
개,Noun,BLACKPINK,3
걔,Noun,BLACKPINK,1
거,Noun,BLACKPINK,8
거리,Noun,BLACKPINK,1
거리,Noun,Lady Gaga & BLACKPINK,1
거린,Noun,BLACKPINK,1
거릴,Noun,Lady Gaga & BLACKPINK,1
거슬려,Verb,BLACKPINK,1
거야,Eomi,BLACKPINK,12
거울,Noun,BLACKPINK,2
거지,Noun,BLACKPINK,1
거짓,Noun,BLACKPINK,1
거짓말,Noun,BLACKPINK,6
거친,Verb,BLACKPINK,1
거침,Verb,BLACKPINK,1
건,Noun,BLACKPINK,5
건,Noun,Lady Gaga & BLACKPINK,1
건너편,Noun,BLACKPINK,1
건데,Eomi,BLACKPINK,2
건지,Verb,BLACKPINK,1
걷,Verb,BLACKPINK,1
걸,Noun,BLACKPINK,17
걸고,Verb,BLACKPINK,1
걸까,Verb,BLACKPINK,2
걸어가는,Verb,BLACKPINK,3
걸쳤지만,Verb,BLACKPINK,1
검은색,Noun,BLACKPINK,2
겁,Noun,BLACKPINK,2
것,Noun,BLACKPINK,20
게,Josa,BLACKPINK,2
게,Noun,BLACKPINK,16
게임,Noun,BLACKPINK,1
견딜,Verb,BLACKPINK,2
결국,Adverb,BLACKPINK,2
결론,Noun,BLACKPINK,3
경찰,Noun,BLACKPINK,1
곁,Noun,BLACKPINK,10
계산,Noun,BLACKPINK,1
계속,Noun,BLACKPINK,1
고,Josa,BLACKPINK,5
고요한,Noun,BLACKPINK,1
골랐어,Verb,BLACKPINK,1
곳,Noun,BLACKPINK,6
과,Josa,BLACKPINK,2
과의,Josa,BLACKPINK,1
관리,Noun,BLACKPINK,1
괜,Noun,BLACKPINK,1
괜찮다고,Adjective,BLACKPINK,2
괜찮아,Adjective,BLACKPINK,3
괴롭히지만,Verb,BLACKPINK,3
구름,Noun,BLACKPINK,1
구차해,Adjective,BLACKPINK,1
굳이,Noun,BLACKPINK,7
궁금하면,Adjective,BLACKPINK,1
귓가,Noun,BLACKPINK,1
그,Determiner,BLACKPINK,2
그,Noun,BLACKPINK,10
그게,Noun,BLACKPINK,2
그냥,Noun,BLACKPINK,3
그녀,Noun,BLACKPINK,2
그대로,Noun,BLACKPINK,4
그때,Noun,BLACKPINK,5
그래,Adjective,BLACKPINK,4
그래도,Adverb,BLACKPINK,1
그래서,Adverb,BLACKPINK,3
그런,Adjective,BLACKPINK,1
그럴수록,Adjective,BLACKPINK,3
그렇다고,Conjunction,BLACKPINK,1
그렇지,Adjective,BLACKPINK,1
그려,Verb,BLACKPINK,5
그리,Verb,BLACKPINK,3
그림,Noun,BLACKPINK,1
그림자,Noun,BLACKPINK,1
그만,Adverb,BLACKPINK,5
그저,Adverb,BLACKPINK,7
근데,Adverb,BLACKPINK,1
급해지지,Adjective,BLACKPINK,1
기다려도,Verb,BLACKPINK,1
기다린,Verb,BLACKPINK,1
기대하는,Adjective,BLACKPINK,1
기댈,Verb,BLACKPINK,1
기름,Noun,BLACKPINK,1
기억,Noun,BLACKPINK,5
길,Noun,BLACKPINK,2
길어지는데,Verb,BLACKPINK,1
깊이,Noun,BLACKPINK,3
까,Verb,Lady Gaga & BLACKPINK,1
까먹었니,Verb,BLACKPINK,1
까지,Josa,BLACKPINK,4
깔면,Verb,BLACKPINK,1
깔음,Verb,BLACKPINK,1
깡통,Noun,BLACKPINK,2
꺾지,Verb,BLACKPINK,1
꼭,Noun,BLACKPINK,2
꼭대기,Noun,BLACKPINK,1
꼴,Noun,BLACKPINK,2
꽃,Noun,BLACKPINK,1
꽤,Noun,BLACKPINK,1
꿈꾸던,Verb,BLACKPINK,2
끈,Noun,BLACKPINK,3
끊어야겠어,Verb,BLACKPINK,2
끌,Noun,BLACKPINK,2
끌려,Verb,BLACKPINK,1
끌림이,Verb,BLACKPINK,1
끝,Noun,BLACKPINK,10
끝내야,Verb,BLACKPINK,1
끝낼,Verb,BLACKPINK,4
끝장,Noun,BLACKPINK,1
낌,Noun,Lady Gaga & BLACKPINK,1
나,Josa,BLACKPINK,3
나,Noun,BLACKPINK,27
나날,Noun,BLACKPINK,1
나도,Verb,BLACKPINK,2
나를,Verb,BLACKPINK,12
나야,Noun,BLACKPINK,1
나약한,Adjective,BLACKPINK,2
나와,Verb,BLACKPINK,1
나은,Noun,BLACKPINK,3
나지막이,Adverb,BLACKPINK,1
나타나면,Verb,BLACKPINK,1
난,Noun,BLACKPINK,33
난리,Noun,BLACKPINK,2
날,Noun,BLACKPINK,46
날,Noun,Lady Gaga & BLACKPINK,1
날개,Noun,BLACKPINK,1
날아갈,Verb,BLACKPINK,1
낡은,Adjective,BLACKPINK,3
남,Noun,BLACKPINK,2
남겨,Verb,BLACKPINK,3
남아,Noun,BLACKPINK,4
남자,Noun,BLACKPINK,7
낮,Noun,BLACKPINK,1
낯설지,Adjective,BLACKPINK,1
내,Determiner,BLACKPINK,1
내,Noun,BLACKPINK,71
내게,Verb,BLACKPINK,3
내놓고,Verb,BLACKPINK,1
내놔,Verb,BLACKPINK,1
내려놓,Verb,BLACKPINK,1
내뱉던,Verb,BLACKPINK,1
내일,Noun,BLACKPINK,3
너,Modifier,BLACKPINK,8
너,Noun,BLACKPINK,48
너,Noun,Lady Gaga & BLACKPINK,2
너무,Adverb,BLACKPINK,6
너무나,Adverb,BLACKPINK,1
너희,Noun,BLACKPINK,2
넌,Noun,BLACKPINK,16
넌,Noun,Lady Gaga & BLACKPINK,2
널,Noun,BLACKPINK,21
넘어서,Verb,BLACKPINK,4
넘어선,Verb,BLACKPINK,1
넘어와라,Verb,BLACKPINK,1
네,Josa,BLACKPINK,3
네,Noun,BLACKPINK,29
노래,Noun,BLACKPINK,1
노력,Noun,BLACKPINK,2
노예,Noun,BLACKPINK,1
논,Noun,BLACKPINK,1
높이,Noun,BLACKPINK,3
높인,Verb,BLACKPINK,1
놓을,Verb,BLACKPINK,2
누가,Noun,BLACKPINK,8
누군지,Adverb,BLACKPINK,1
눈,Noun,BLACKPINK,8
눈물,Noun,BLACKPINK,3
눈부셔,Adjective,BLACKPINK,2
눈빛,Noun,BLACKPINK,3
눈빛,Noun,Lady Gaga & BLACKPINK,1
눈치,Noun,BLACKPINK,2
느껴,Verb,BLACKPINK,1
느껴지니,Verb,BLACKPINK,1
느낌,Noun,BLACKPINK,1
느려도,Adjective,BLACKPINK,1
는,Josa,BLACKPINK,20
늘,Noun,BLACKPINK,2
니까,Josa,BLACKPINK,6
니까,Josa,Lady Gaga & BLACKPINK,1
다,Adverb,BLACKPINK,9
다,Josa,BLACKPINK,1
다라단,Adjective,BLACKPINK,2
다르다고,Adjective,BLACKPINK,3
다른,Noun,BLACKPINK,4
다름,Adjective,BLACKPINK,2
다시,Noun,BLACKPINK,2
다치고,Verb,BLACKPINK,1
다치니까,Verb,BLACKPINK,1
달려,Verb,BLACKPINK,5
달려야지,Verb,BLACKPINK,1
달리,Noun,BLACKPINK,2
달빛,Noun,BLACKPINK,2
달아올라,Verb,BLACKPINK,1
달이,Noun,BLACKPINK,2
달콤한,Adjective,BLACKPINK,2
닮은,Verb,BLACKPINK,2
담아,Verb,BLACKPINK,1
담지마,Verb,BLACKPINK,1
답,Noun,BLACKPINK,1
답답한,Adjective,BLACKPINK,1
당기는,Verb,BLACKPINK,1
당연하게,Adjective,BLACKPINK,1
당장,Noun,BLACKPINK,3
당황,Noun,Lady Gaga & BLACKPINK,1
대놓고,Adverb,BLACKPINK,1
대는,Verb,BLACKPINK,1
대론,Noun,BLACKPINK,2
대면,Noun,BLACKPINK,1
대부분,Noun,BLACKPINK,1
더,Noun,BLACKPINK,15
더라도,Noun,BLACKPINK,1
던지고,Verb,BLACKPINK,2
던지면,Verb,BLACKPINK,1
데,Noun,BLACKPINK,3
데려가,Verb,BLACKPINK,1
도,Josa,BLACKPINK,20
도,Noun,BLACKPINK,6
도도하지만,Adjective,BLACKPINK,1
도둑,Noun,BLACKPINK,1
도려내,Verb,BLACKPINK,1
독,Noun,BLACKPINK,1
독한,Adjective,BLACKPINK,1
독해,Noun,BLACKPINK,1
돌,Noun,BLACKPINK,1
돌아보진,Verb,BLACKPINK,1
동서남북,Noun,BLACKPINK,1
동안,Noun,BLACKPINK,3
돼,Verb,BLACKPINK,6
됐건,Verb,BLACKPINK,1
되는,Verb,BLACKPINK,1
된,Verb,BLACKPINK,1
된다면,Verb,BLACKPINK,2
될,Verb,BLACKPINK,1
두,Determiner,BLACKPINK,1
두,Josa,BLACKPINK,2
두,Noun,BLACKPINK,9
두,Noun,Lady Gaga & BLACKPINK,1
두려움,Noun,BLACKPINK,1
두려워,Adjective,BLACKPINK,1
두렵지,Adjective,BLACKPINK,1
두운,Noun,BLACKPINK,5
둘,Noun,BLACKPINK,5
뒤,Noun,BLACKPINK,3
뒷모습,Noun,BLACKPINK,1
드는,Verb,BLACKPINK,1
든,Josa,BLACKPINK,1
듣던,Verb,BLACKPINK,1
들,Suffix,BLACKPINK,11
들,Suffix,Lady Gaga & BLACKPINK,1
들,Verb,BLACKPINK,2
들리겠지,Verb,BLACKPINK,1
들리잖아,Verb,BLACKPINK,2
들리지,Verb,BLACKPINK,1
들어,Verb,BLACKPINK,1
들이,Verb,BLACKPINK,1
들킬까,Verb,BLACKPINK,1
듯,Noun,BLACKPINK,3
듯이,Noun,BLACKPINK,1
따뜻한,Adjective,BLACKPINK,1
따라,Verb,BLACKPINK,2
따위,Noun,BLACKPINK,1
따윈,Noun,BLACKPINK,6
따주겠다,Verb,BLACKPINK,1
딱,Adverb,BLACKPINK,2
딱,VerbPrefix,BLACKPINK,1
딱한,Adjective,BLACKPINK,1
딴,Verb,BLACKPINK,2
땅,Noun,BLACKPINK,1
때,Noun,BLACKPINK,4
때론,Noun,BLACKPINK,2
땐,Noun,BLACKPINK,1
떠나가고,Verb,BLACKPINK,1
떠나면,Verb,BLACKPINK,1
떠나지,Verb,BLACKPINK,1
떠나지마,Verb,BLACKPINK,4
떠난,Verb,BLACKPINK,1
떠날까,Verb,BLACKPINK,1
떨림,Verb,BLACKPINK,1
떨림은,Verb,BLACKPINK,2
떨림이,Verb,BLACKPINK,1
떼어,Verb,BLACKPINK,2
또,Noun,BLACKPINK,11
똑,Noun,BLACKPINK,1
똑같아,Adjective,BLACKPINK,1
똑바로,Noun,BLACKPINK,1
뚜,Noun,BLACKPINK,2
뚜두룹바우,Noun,BLACKPINK,2
뚫고,Verb,BLACKPINK,1
뛰긴,Verb,BLACKPINK,1
뛰어,Verb,BLACKPINK,1
뛰잖아,Verb,BLACKPINK,2
뜨거워,Adjective,BLACKPINK,12
뜨거워지잖아,Adjective,BLACKPINK,1
뜨겁게,Adjective,BLACKPINK,1
뜨겁고,Adjective,BLACKPINK,1
뜨고,Verb,BLACKPINK,2
뜨면,Verb,BLACKPINK,2
뜻밖,Noun,Lady Gaga & BLACKPINK,1
띠,Noun,BLACKPINK,1
라,Josa,BLACKPINK,3
라고,Josa,BLACKPINK,7
라는,Josa,BLACKPINK,2
라도,Josa,BLACKPINK,1
란,Noun,BLACKPINK,6
로,Josa,BLACKPINK,8
로,Josa,Lady Gaga & BLACKPINK,1
를,Josa,BLACKPINK,20
마,Noun,BLACKPINK,23
마냥,Noun,BLACKPINK,1
마름,Noun,BLACKPINK,1
마셔도,Verb,BLACKPINK,1
마음,Noun,BLACKPINK,7
마음속,Noun,BLACKPINK,1
마주,Noun,BLACKPINK,1
마지막,Noun,BLACKPINK,19
마치,Noun,BLACKPINK,2
막아도,Verb,BLACKPINK,1
막지마,Verb,BLACKPINK,1
만,Josa,BLACKPINK,16
만나,Verb,BLACKPINK,3
만나면,Verb,BLACKPINK,2
만난,Noun,BLACKPINK,2
만만한,Adjective,BLACKPINK,2
만약,Noun,BLACKPINK,1
만은,Josa,BLACKPINK,3
만을,Josa,BLACKPINK,1
만큼,Josa,BLACKPINK,1
만큼,Noun,BLACKPINK,7
많은,Adjective,BLACKPINK,3
많은걸,Adjective,BLACKPINK,2
많지,Adjective,BLACKPINK,1
말,Noun,BLACKPINK,23
말,Noun,Lady Gaga & BLACKPINK,1
말로,Noun,BLACKPINK,1
맘,Noun,BLACKPINK,8
맘대로,Adverb,BLACKPINK,3
망가져도,Verb,BLACKPINK,1
맞으면,Verb,BLACKPINK,1
맞을지도,Verb,BLACKPINK,1
맞음,Verb,BLACKPINK,1
맞추길,Verb,BLACKPINK,1
매,Modifier,BLACKPINK,1
매달려,Verb,BLACKPINK,1
매번,Noun,BLACKPINK,4
매일,Noun,BLACKPINK,6
맨,Noun,BLACKPINK,2
머,Noun,BLACKPINK,1
먼,Adjective,BLACKPINK,1
멀리,Noun,BLACKPINK,2
멀쩡해,Adjective,BLACKPINK,1
멈추지,Verb,BLACKPINK,1
멈춘,Verb,BLACKPINK,1
멈출,Verb,BLACKPINK,2
멈춰,Verb,BLACKPINK,1
멋대로,Noun,BLACKPINK,4
멋있어,Adjective,BLACKPINK,1
멍석,Noun,BLACKPINK,1
멜로디,Noun,BLACKPINK,2
며,Josa,BLACKPINK,3
면,Josa,BLACKPINK,2
모두,Noun,BLACKPINK,3
모든,Noun,BLACKPINK,7
모래,Noun,BLACKPINK,1
모르게,Verb,BLACKPINK,4
모르겠지,Verb,BLACKPINK,2
모르는,Verb,BLACKPINK,1
모습,Noun,BLACKPINK,2
몫,Noun,BLACKPINK,1
몰라,Verb,BLACKPINK,5
몸,Noun,BLACKPINK,1
몸매,Noun,BLACKPINK,2
못,Noun,BLACKPINK,5
못,VerbPrefix,BLACKPINK,3
무감각,Noun,BLACKPINK,1
무너졌어,Verb,BLACKPINK,1
무뎌져,Noun,BLACKPINK,2
무얼,Noun,BLACKPINK,2
무엇,Noun,BLACKPINK,1
무표정,Noun,BLACKPINK,1
문,Noun,BLACKPINK,1
문제,Noun,BLACKPINK,1
묻지마,Verb,BLACKPINK,2
물,Noun,BLACKPINK,2
물고기,Noun,BLACKPINK,1
뭐,Noun,BLACKPINK,4
뭐라,Verb,BLACKPINK,1
뭔,Modifier,BLACKPINK,3
뭔가,Noun,BLACKPINK,1
뭘,Noun,BLACKPINK,3
미소,Noun,BLACKPINK,1
미안하단,Adjective,BLACKPINK,1
미워,Verb,BLACKPINK,1
미워하게,Adjective,BLACKPINK,1
미친,Adjective,BLACKPINK,1
미친듯,Adjective,BLACKPINK,1
미칠듯,Adjective,BLACKPINK,1
믿고,Verb,BLACKPINK,1
믿지마,Verb,BLACKPINK,1
밀치는,Verb,BLACKPINK,1
밉지만,Adjective,BLACKPINK,2
바꿈,Noun,BLACKPINK,1
바뀌어가도,Verb,BLACKPINK,2
바뀌어도,Verb,BLACKPINK,1
바닥,Noun,BLACKPINK,1
바라는,Verb,BLACKPINK,4
바라보고,Verb,BLACKPINK,2
바라보며,Verb,BLACKPINK,1
바라봄,Noun,BLACKPINK,1
바람,Noun,BLACKPINK,3
바로,Noun,BLACKPINK,1
바름,Noun,BLACKPINK,1
바보,Noun,BLACKPINK,3
박차면,Verb,BLACKPINK,1
반복,Noun,BLACKPINK,1
반했어,Noun,BLACKPINK,1
받,Verb,BLACKPINK,1
밝아질수록,Verb,BLACKPINK,1
밝은,Verb,BLACKPINK,1
밤,Noun,BLACKPINK,20
방,Noun,BLACKPINK,2
방금,Noun,BLACKPINK,1
방아쇠,Noun,BLACKPINK,1
배,Noun,BLACKPINK,1
백,Noun,BLACKPINK,2
뱉어야,Verb,BLACKPINK,1
뱉은,Verb,BLACKPINK,1
버려줄,Verb,BLACKPINK,2
버렸는걸,Verb,BLACKPINK,1
버리게,Verb,BLACKPINK,1
버리고,Verb,BLACKPINK,4
버린,Verb,BLACKPINK,4
버릴,Verb,BLACKPINK,2
버킷리스트,Noun,BLACKPINK,1
버티는,Verb,BLACKPINK,1
버틸,Verb,BLACKPINK,3
벅차기만,Adjective,BLACKPINK,2
번,Noun,BLACKPINK,3
번복,Noun,BLACKPINK,1
벌레,Noun,BLACKPINK,1
벌음,Noun,BLACKPINK,1
벗겨졌어,Verb,BLACKPINK,1
벗어나,Verb,BLACKPINK,1
베기,Verb,BLACKPINK,1
벼랑,Noun,BLACKPINK,1
벽,Noun,BLACKPINK,2
변하지,Adjective,BLACKPINK,1
변해,Adjective,BLACKPINK,1
별,Noun,BLACKPINK,4
보고,Noun,BLACKPINK,1
보기,Noun,BLACKPINK,3
보는,Verb,BLACKPINK,1
보니,Verb,BLACKPINK,2
보다,Josa,BLACKPINK,3
보단,Josa,BLACKPINK,2
보든,Verb,BLACKPINK,1
보듯이,Verb,BLACKPINK,2
보란,Verb,BLACKPINK,1
보며,Verb,BLACKPINK,1
보면,Verb,BLACKPINK,1
보면,Verb,Lady Gaga & BLACKPINK,1
보여,Verb,BLACKPINK,2
보여줄게,Verb,BLACKPINK,1
보이,Noun,BLACKPINK,1
보자,Verb,BLACKPINK,2
보진,Verb,BLACKPINK,1
복잡한,Adjective,BLACKPINK,1
본,Verb,BLACKPINK,3
본다고,Verb,BLACKPINK,1
볼,Noun,BLACKPINK,2
봐,Verb,BLACKPINK,8
봐도,Verb,BLACKPINK,5
부는,Verb,BLACKPINK,1
부셔,Verb,BLACKPINK,1
부숴,Noun,BLACKPINK,2
부어,Noun,BLACKPINK,1
부터,Josa,BLACKPINK,2
분위기,Noun,BLACKPINK,2
분홍,Noun,BLACKPINK,2
불,Noun,BLACKPINK,7
불길,Noun,BLACKPINK,3
불꽃,Noun,BLACKPINK,1
불러,Verb,BLACKPINK,2
불러줘,Verb,BLACKPINK,1
불빛,Noun,BLACKPINK,1
불수록,Verb,BLACKPINK,1
불쌍해,Adjective,BLACKPINK,2
불쌍해하지,Adjective,BLACKPINK,3
불씨,Noun,BLACKPINK,1
불안한,Adjective,BLACKPINK,1
불안해,Adjective,BLACKPINK,1
불어,Noun,BLACKPINK,1
불장난,Noun,BLACKPINK,7
붉은,Adjective,BLACKPINK,1
붙은,Verb,BLACKPINK,1
비바람,Noun,BLACKPINK,1
비슷한,Adjective,BLACKPINK,2
비싼,Adjective,Lady Gaga & BLACKPINK,1
비웃어라,Verb,BLACKPINK,2
비워내고,Verb,BLACKPINK,1
비친,Verb,BLACKPINK,1
빈,Noun,BLACKPINK,2
빈자리,Noun,BLACKPINK,1
빛,Noun,BLACKPINK,3
빠르게,Adjective,BLACKPINK,2
빠름,Adjective,BLACKPINK,1
빨,Noun,BLACKPINK,1
빨간,Adjective,BLACKPINK,1
빨랐던,Adjective,BLACKPINK,1
빨러,Verb,BLACKPINK,1
빨리,Adverb,BLACKPINK,3
빼,Noun,BLACKPINK,1
뺏지,Verb,BLACKPINK,1
뻔하디,Adjective,BLACKPINK,1
뻔한,Adjective,BLACKPINK,1
뻔해,Adjective,BLACKPINK,2
뻗어,Verb,BLACKPINK,1
뼛속,Noun,BLACKPINK,1
뽀뽀,Noun,BLACKPINK,1
삐끗,Noun,BLACKPINK,1
사거리,Noun,BLACKPINK,1
사계절,Noun,BLACKPINK,1
사람,Noun,BLACKPINK,7
사랑,Noun,BLACKPINK,24
사방,Noun,BLACKPINK,1
사실,Noun,BLACKPINK,1
살쪄도,Adjective,BLACKPINK,1
상상,Noun,BLACKPINK,1
상처,Noun,BLACKPINK,5
상해,Noun,BLACKPINK,1
새,Modifier,BLACKPINK,1
새로운,Adjective,BLACKPINK,1
색깔,Noun,BLACKPINK,1
생각,Noun,BLACKPINK,13
생각나,Verb,BLACKPINK,1
서,Josa,BLACKPINK,2
서든,Noun,BLACKPINK,1
서야,Verb,BLACKPINK,2
서툰,Adjective,BLACKPINK,2
설레,Adjective,BLACKPINK,1
설레게,Adjective,BLACKPINK,2
설렘을,Adjective,BLACKPINK,1
설렘이,Adjective,BLACKPINK,1
성인,Noun,BLACKPINK,1
세게,Verb,BLACKPINK,1
세상,Noun,BLACKPINK,12
셀,Noun,BLACKPINK,1
셋,Noun,BLACKPINK,2
소리,Noun,BLACKPINK,5
소릴,Noun,Lady Gaga & BLACKPINK,1
소용없다,Adjective,BLACKPINK,2
소용없어,Adjective,BLACKPINK,1
속,Modifier,BLACKPINK,1
속,Noun,BLACKPINK,8
속도,Noun,BLACKPINK,1
속삭이곤,Verb,BLACKPINK,1
손,Noun,BLACKPINK,4
손목,Noun,BLACKPINK,1
수,Noun,BLACKPINK,22
수가,Noun,BLACKPINK,4
순,Noun,BLACKPINK,4
순간,Noun,BLACKPINK,2
술,Noun,BLACKPINK,1
숨결,Noun,BLACKPINK,1
